X,Y,Sigma_x,Sigma_y,Tau_xy
0.2275,-0.0475,-47.6043572824666,-2.02822357427597e-08,-1.03473651299109e-06
0.23,-0.0475,-47.6043563418358,-1.84402336363595e-08,-9.7631250661756e-07
0.2325,-0.0475,-47.6043554497506,-1.59291495549496e-08,-9.23945592395947e-07
0.235,-0.0475,-47.6043546010157,-1.28250944679091e-08,-8.78036873976547e-07
0.2375,-0.0475,-47.6043537900356,-9.19674529124374e-09,-8.38897583871345e-07
0.24,-0.0475,-47.6043530108993,-5.09926737872017e-09,-8.06766562388983e-07
0.2425,-0.0475,-47.6043522574521,-5.75022696125416e-10,-7.81832148882833e-07
0.245,-0.0475,-47.6043515233511,4.34066057171852e-09,-7.64228737274812e-07
0.2475,-0.0475,-47.6043508021211,9.61097453474243e-09,-7.54049757116052e-07
0.25,-0.0475,-47.6043500871991,1.52129325433255e-08,-7.51353110783892e-07
0.2525,-0.0475,-47.6043493719687,2.1127319745536e-08,-7.56159294725463e-07
0.255,-0.0475,-47.604348649817,2.73258370005654e-08,-7.68461476794805e-07
0.2575,-0.0475,-47.6043479141541,3.37926007176748e-08,-7.88217183837296e-07
0.26,-0.0475,-47.6043471584632,4.05023611686299e-08,-8.15343462264491e-07
0.2625,-0.0475,-47.6043463763511,4.74303239646664e-08,-8.49721546680726e-07
0.265,-0.0475,-47.6043455615907,5.45472230347362e-08,-8.91177672971792e-07
0.2675,-0.0475,-47.6043447081821,6.18154836947345e-08,-9.39480231508064e-07
0.27,-0.0475,-47.6043438104251,6.91941970387688e-08,-9.94328721933465e-07
0.2725,-0.0475,-47.6043428630029,7.66216749307584e-08,-1.05533080850077e-06
0.275,-0.0475,-47.6043418610704,8.40341212911729e-08,-1.12199651279103e-06
0.2775,-0.0475,-47.6043408003728,9.13480716254374e-08,-1.19371111285497e-06
0.28,-0.0475,-47.6043396773869,9.84553221172746e-08,-1.2697143621417e-06
0.2825,-0.0475,-47.6043384894684,1.05231012644443e-07,-1.34907219298541e-06
0.285,-0.0475,-47.6043372350384,1.11527058403264e-07,-1.43064944505925e-06
0.2875,-0.0475,-47.6043359138008,1.17164258147303e-07,-1.513070979046e-06
0.29,-0.0475,-47.6043345269959,1.21930530265028e-07,-1.59468973638203e-06
0.2925,-0.0475,-47.6043330776738,1.25578951089741e-07,-1.67354546174818e-06
0.295,-0.0475,-47.6043315710236,1.27819466418562e-07,-1.74730697147241e-06
0.2975,-0.0475,-47.6043300147575,1.28310356117822e-07,-1.81322700445093e-06
0.3,-0.0475,-47.6043284195241,1.26664008467022e-07,-1.86808397811822e-06
0.3025,-0.0475,-47.6043267993966,1.22425689734011e-07,-1.9081153181851e-06
0.305,-0.0475,-47.604325172415,1.15081307446493e-07,-1.92894577804211e-06
0.3075,-0.0475,-47.6043235611982,1.04032938115968e-07,-1.9255154735572e-06
0.31,-0.0475,-47.6043219936271,8.86085527914323e-08,-1.89199749884665e-06
0.3125,-0.0475,-47.6043205036076,6.80506383095765e-08,-1.82169521633265e-06
0.315,-0.0475,-47.6043191319263,4.14884956020008e-08,-1.70695110468522e-06
0.3175,-0.0475,-47.6043179271895,7.95415289189805e-09,-1.53904291020727e-06
0.32,-0.0475,-47.6043169468694,-3.36404391750496e-08,-1.30806231942356e-06
0.3225,-0.0475,-47.6043162584522,-8.45067014883701e-08,-1.00279516883813e-06
0.325,-0.0475,-47.6043159407063,-1.46009127751275e-07,-6.10586453185051e-07
0.3275,-0.0475,-47.6043160850609,-2.19663087127249e-07,-1.17213532315382e-07
0.33,-0.0475,-47.6043167971132,-3.07131610810529e-07,4.93267421214361e-07
0.3325,-0.0475,-47.6043181982695,-4.10260286187736e-07,1.23867320959518e-06
0.335,-0.0475,-47.6043204275155,-5.31080591059663e-07,2.138853367926e-06
0.3375,-0.0475,-47.6043236433242,-6.7181946346769e-07,3.21585288313534e-06
0.34,-0.0475,-47.60432802572,-8.34912678252901e-07,4.49407639307083e-06
0.3425,-0.0475,-47.6043337784612,-1.02301215794872e-06,6.00045563093713e-06
0.345,-0.0475,-47.6043411313818,-1.23899551300137e-06,7.76462102590932e-06
0.3475,-0.0475,-47.6043503428666,-1.48598056585551e-06,9.81905576789381e-06
0.35,-0.0475,-47.6043617024298,-1.76730649729488e-06,1.21992720199064e-05
0.3525,-0.0475,-47.604375533442,-2.08657324840544e-06,1.49439477886241e-05
0.355,-0.0475,-47.6043921959612,-2.44763263523851e-06,1.80950464299112e-05
0.3575,-0.0475,-47.6044120896082,-2.85454027704191e-06,2.16979374638622e-05
0.36,-0.0475,-47.6044356565288,-3.31161531027154e-06,2.58014992277437e-05
0.3625,-0.0475,-47.6044633843818,-3.8233963556659e-06,3.04581384045581e-05
0.365,-0.0475,-47.6044958092929,-4.39460154607237e-06,3.57237963427478e-05
0.3675,-0.0475,-47.6045335187477,-5.03013120993027e-06,4.16579179698673e-05
0.37,-0.0475,-47.6045771543428,-5.73503435437791e-06,4.8323333198171e-05
0.3725,-0.0475,-47.6046274143692,-6.51444507819103e-06,5.57860495689714e-05
0.375,-0.0475,-47.6046850560763,-7.37354379628149e-06,6.41149969013803e-05
0.3775,-0.0475,-47.6047508975837,-8.3174842201809e-06,7.33816301740631e-05
0.38,-0.0475,-47.6048258192747,-9.35131091909606e-06,8.36594150650053e-05
0.3825,-0.0475,-47.6049107645742,-1.04798820027933e-05,9.50231930178328e-05
0.385,-0.0475,-47.6050067399607,-1.17077434905373e-05,0.000107548353243068
0.3875,-0.0475,-47.605114814012,-1.30390202327154e-05,0.000121309860959901
0.39,-0.0475,-47.6052361153317,-1.4477270975514e-05,0.000136381045772858
0.3925,-0.0475,-47.6053718291127,-1.60253171959113e-05,0.000152832177568729
0.395,-0.0475,-47.6055231921178,-1.76851073655134e-05,0.000170728824126609
0.3975,-0.0475,-47.6056914858195,-1.9457507968094e-05,0.000190129892513759
0.4,-0.0475,-47.6058780273957,-2.13421255009412e-05,0.000211085400611756
0.4025,-0.0475,-47.6060841582799,-2.33371016798619e-05,0.000233633946263495
0.405,-0.0475,-47.6063112299251,-2.54389178930836e-05,0.000257799828777938
